form_code,form_title,group,court_routing,package_key,relationship_type,county,confidence_score,mapping_source,status,notes
8-2,Petition (Family Offense),Family Court Family Offense,FAMILY_COURT,PKG_ORDER_OF_PROTECTION,COUNTY_SPECIFIC,BRONX_COUNTY,0.50,COUNTY_RULE,MAPPED,County variation: procedure
8-2,Petition (Family Offense),Family Court Family Offense,FAMILY_COURT,PKG_ORDER_OF_PROTECTION,COUNTY_SPECIFIC,KINGS_COUNTY,0.50,COUNTY_RULE,MAPPED,County variation: procedure
8-2,Petition (Family Offense),Family Court Family Offense,FAMILY_COURT,PKG_ORDER_OF_PROTECTION,COUNTY_SPECIFIC,NEW_YORK_COUNTY,0.50,COUNTY_RULE,MAPPED,County variation: procedure
8-2,Petition (Family Offense),Family Court Family Offense,FAMILY_COURT,PKG_ORDER_OF_PROTECTION,COUNTY_SPECIFIC,QUEENS_COUNTY,0.50,COUNTY_RULE,MAPPED,County variation: procedure
8-2,Petition (Family Offense),Family Court Family Offense,FAMILY_COURT,PKG_ORDER_OF_PROTECTION,COUNTY_SPECIFIC,RICHMOND_COUNTY,0.50,COUNTY_RULE,MAPPED,County variation: procedure
8-3,Notice to the District Attorney,Family Court Family Offense,FAMILY_COURT,,,,,,ORPHAN_IN_SCOPE,Relevant to production packages but no valid mapping
8-4,Order of Transfer for Criminal Prosecution,Family Court Family Offense,FAMILY_COURT,PKG_ORDER_OF_PROTECTION,CONDITIONAL,,0.60,AI_INFERENCE,MAPPED,Classifier/heuristic inference
8-5,Order of Disposition - Family Offense,Family Court Family Offense,FAMILY_COURT,PKG_ORDER_OF_PROTECTION,CONDITIONAL,,0.60,AI_INFERENCE,MAPPED,Classifier/heuristic inference
8-6,Order - Firearms Licenses and Surrenders,Family Court Family Offense,FAMILY_COURT,PKG_ORDER_OF_PROTECTION,CONDITIONAL,,0.60,AI_INFERENCE,MAPPED,Classifier/heuristic inference
8-6A,Firearms Search and Seizure Order,Family Court Family Offense,FAMILY_COURT,PKG_ORDER_OF_PROTECTION,CONDITIONAL,,0.60,AI_INFERENCE,MAPPED,Classifier/heuristic inference
8-7,Family Offense - Order of Dismissal,Family Court Family Offense,FAMILY_COURT,PKG_ORDER_OF_PROTECTION,CONDITIONAL,,0.60,AI_INFERENCE,MAPPED,Classifier/heuristic inference
8-A,Affirmation Identifying Party (Agency),Family Court Family Offense,FAMILY_COURT,,,,,,ORPHAN_IN_SCOPE,Relevant to production packages but no valid mapping
8-B,Affirmation Identifying Party (Private Placement),Family Court Family Offense,UNSUPPORTED,,,,,,ORPHAN_IN_SCOPE,Relevant to production packages but no valid mapping
9-A,Affirmation of Financial Disclosure – Parents (Agency),Family Court Child Support,FAMILY_COURT,PKG_CHILD_SUPPORT_PETITION,OPTIONAL,,0.95,CATALOG_OPTIONAL,MAPPED,Catalog optional_forms: FINANCIAL_DISCLOSURE_AFFIDAVIT
9-A,Affirmation of Financial Disclosure – Parents (Agency),Modification,FAMILY_COURT,PKG_MODIFICATION,OPTIONAL,,0.95,CATALOG_OPTIONAL,MAPPED,Catalog optional_forms: FINANCIAL_DISCLOSURE_AFFIDAVIT
9-B,Affirmation of Financial Disclosure – Parents (Private-Placement),UNGROUPED,FAMILY_COURT,,,,,,ORPHAN_OUT_OF_SCOPE,Ungrouped court form outside MVP scope
CRIM-1,Order of Protection/Family Offense (Criminal Courts),Family Court Family Offense,SUPREME_COURT,PKG_ORDER_OF_PROTECTION,CONDITIONAL,,0.60,AI_INFERENCE,MAPPED,Classifier/heuristic inference
CRIM-2,Order of Protection/Non-Family Offense (Criminal Courts),Family Court Family Offense,FAMILY_COURT,PKG_ORDER_OF_PROTECTION,CONDITIONAL,,0.60,AI_INFERENCE,MAPPED,Classifier/heuristic inference
DOH-1928,Report of Adoption (to be completed and certified by the court),UNGROUPED,UNSUPPORTED,,,,,,ORPHAN_OUT_OF_SCOPE,"Non-MVP workflow (adoption, paternity, guardianship, JD/PINS, etc.)"
DOH-2168,Certificate of Dissolution,Supreme Court Matrimonial,SUPREME_COURT,PKG_JUDGMENT,OPTIONAL,,0.90,SUPPORTING_DOCUMENT,MAPPED,Catalog supporting_documents: DOH-2168
DOH-2168,Certificate of Dissolution,Supreme Court Matrimonial,UNSUPPORTED,PKG_JUDGMENT,CONDITIONAL,,0.60,CONDITIONAL_RULE,MAPPED,Certificate of dissolution
DOH-4455,Adoption Information Registry Birth Parent Registration Form,UNGROUPED,UNSUPPORTED,,,,,,ORPHAN_OUT_OF_SCOPE,"Non-MVP workflow (adoption, paternity, guardianship, JD/PINS, etc.)"
DRL 255,Addendum,Supreme Court Matrimonial,SUPREME_COURT,PKG_JUDGMENT,CONDITIONAL,,0.60,CONDITIONAL_RULE,MAPPED,DRL 255 addendum
DRL 255,Addendum,Supreme Court Matrimonial,SUPREME_COURT,PKG_SETTLEMENT,OPTIONAL,,0.90,SUPPORTING_DOCUMENT,MAPPED,Catalog supporting_documents: DRL_255_ADDENDUM
DRL 255,Addendum,Supreme Court Matrimonial,SUPREME_COURT,PKG_SETTLEMENT,CONDITIONAL,,0.60,CONDITIONAL_RULE,MAPPED,DRL 255 addendum
GF-1,Order to Show Cause,Supreme Court Matrimonial,FAMILY_COURT,PKG_MOTION,REQUIRED,,0.80,ALIAS_RESOLUTION,MAPPED,Catalog required_forms: ORDER_TO_SHOW_CAUSE
GF-10,Notice of Motion -Extension or Modification of Order of Protection,Modification,FAMILY_COURT,PKG_MODIFICATION,OPTIONAL,,0.90,SUPPORTING_DOCUMENT,MAPPED,Catalog supporting_documents: MODIFIED_ORDER
GF-10,Notice of Motion -Extension or Modification of Order of Protection,Supreme Court Matrimonial,FAMILY_COURT,PKG_MOTION,OPTIONAL,,0.95,CATALOG_OPTIONAL,MAPPED,Catalog optional_forms: NOTICE_OF_MOTION
GF-10a,Affirmation in Support of Motion - Extension or Modification of Order of Protection,Modification,FAMILY_COURT,PKG_MODIFICATION,OPTIONAL,,0.90,SUPPORTING_DOCUMENT,MAPPED,Catalog supporting_documents: MODIFIED_ORDER
GF-10a,Affirmation in Support of Motion - Extension or Modification of Order of Protection,Supreme Court Matrimonial,FAMILY_COURT,PKG_MOTION,REQUIRED,,0.80,ALIAS_RESOLUTION,MAPPED,Catalog required_forms: AFFIDAVIT_IN_SUPPORT
GF-11,Order of Commitment,Family Court Custody,FAMILY_COURT,PKG_CUSTODY_PETITION,CONDITIONAL,,0.60,AI_INFERENCE,MAPPED,Classifier/heuristic inference
GF-12,Order Directing Forensic Evaluation,Family Court Family Offense,FAMILY_COURT,PKG_ORDER_OF_PROTECTION,CONDITIONAL,,0.60,AI_INFERENCE,MAPPED,Classifier/heuristic inference
GF-12-a,Affirmation Of Party Under CPLR §3103(A),Family Court Custody,FAMILY_COURT,PKG_CUSTODY_PETITION,CONDITIONAL,,0.60,AI_INFERENCE,MAPPED,Classifier/heuristic inference
GF-12-b,Protective Order - Self-represented party Prior to Receipt of Forensic Report,Family Court Custody,FAMILY_COURT,PKG_CUSTODY_PETITION,CONDITIONAL,,0.60,AI_INFERENCE,MAPPED,Classifier/heuristic inference
GF-12-c,Protective Order - After Forensic Report Received,Family Court Custody,FAMILY_COURT,PKG_CUSTODY_PETITION,CONDITIONAL,,0.60,AI_INFERENCE,MAPPED,Classifier/heuristic inference
GF-12-d,Affirmation of Counsel Under CPLR 3103(a),Family Court Custody,FAMILY_COURT,PKG_CUSTODY_PETITION,CONDITIONAL,,0.60,AI_INFERENCE,MAPPED,Classifier/heuristic inference
GF-12-e,Protective Order Permitting Limited Release of Forensic Evaluation,Family Court Custody,FAMILY_COURT,PKG_CUSTODY_PETITION,CONDITIONAL,,0.60,AI_INFERENCE,MAPPED,Classifier/heuristic inference
GF-12-f,Affirmation of Non-disclosure of Forensic Report and/or Materials and Data,Family Court Custody,FAMILY_COURT,PKG_CUSTODY_PETITION,CONDITIONAL,,0.60,AI_INFERENCE,MAPPED,Classifier/heuristic inference
GF-13,Order Directing Medical Examination (Outpatient),UNGROUPED,FAMILY_COURT,,,,,,ORPHAN_IN_SCOPE,Relevant to production packages but no valid mapping
GF-13a,Order Directing Medical Examination (Inpatient),UNGROUPED,FAMILY_COURT,,,,,,ORPHAN_IN_SCOPE,Relevant to production packages but no valid mapping
GF-13b,Order Directing Emergency Evaluation,UNGROUPED,FAMILY_COURT,,,,,,ORPHAN_IN_SCOPE,Relevant to production packages but no valid mapping
GF-14,Notice of Motion,Supreme Court Matrimonial,FAMILY_COURT,PKG_MOTION,OPTIONAL,,0.95,CATALOG_OPTIONAL,MAPPED,Catalog optional_forms: NOTICE_OF_MOTION
GF-15,Order on Motion,UNGROUPED,FAMILY_COURT,,,,,,ORPHAN_IN_SCOPE,Relevant to production packages but no valid mapping
GF-16,Order - Dismissal,UNGROUPED,FAMILY_COURT,,,,,,ORPHAN_IN_SCOPE,Relevant to production packages but no valid mapping
GF-17,Petition for Custody/Visitation,Family Court Custody,FAMILY_COURT,PKG_CUSTODY_PETITION,REQUIRED,,1.00,CATALOG_REQUIRED,MAPPED,Catalog required_forms: GF-17
GF-17,Petition for Custody/Visitation,Family Court Custody,FAMILY_COURT,PKG_CUSTODY_PETITION,COUNTY_SPECIFIC,BRONX_COUNTY,0.50,COUNTY_RULE,MAPPED,County variation: procedure
GF-17,Petition for Custody/Visitation,Family Court Custody,FAMILY_COURT,PKG_CUSTODY_PETITION,COUNTY_SPECIFIC,KINGS_COUNTY,0.50,COUNTY_RULE,MAPPED,County variation: procedure
GF-17,Petition for Custody/Visitation,Family Court Custody,FAMILY_COURT,PKG_CUSTODY_PETITION,COUNTY_SPECIFIC,NEW_YORK_COUNTY,0.50,COUNTY_RULE,MAPPED,County variation: procedure
GF-17,Petition for Custody/Visitation,Family Court Custody,FAMILY_COURT,PKG_CUSTODY_PETITION,COUNTY_SPECIFIC,QUEENS_COUNTY,0.50,COUNTY_RULE,MAPPED,County variation: procedure
GF-17,Petition for Custody/Visitation,Family Court Custody,FAMILY_COURT,PKG_CUSTODY_PETITION,COUNTY_SPECIFIC,RICHMOND_COUNTY,0.50,COUNTY_RULE,MAPPED,County variation: procedure
GF-17a,Notice of Motion-Sibling Placement or Contact,UNGROUPED,FAMILY_COURT,,,,,,ORPHAN_IN_SCOPE,Relevant to production packages but no valid mapping
GF-17b,Affirmation of Child in Support of Motion for an Order for Sibling Placement or Contact,UNGROUPED,FAMILY_COURT,,,,,,ORPHAN_IN_SCOPE,Relevant to production packages but no valid mapping
GF-17c,Affirmation of Attorney for Child in Support of Motion for an Order for Sibling Placement or Contact),UNGROUPED,FAMILY_COURT,,,,,,ORPHAN_IN_SCOPE,Relevant to production packages but no valid mapping
GF-18,Order of Custody/Visitation,Family Court Custody,FAMILY_COURT,PKG_CUSTODY_PETITION,OPTIONAL,,0.90,SUPPORTING_DOCUMENT,MAPPED,Catalog supporting_documents: ORDER_OF_CUSTODY_VISITATION
GF-18a,Order on Motion for Sibling Placement or Contact,Family Court Family Offense,FAMILY_COURT,PKG_ORDER_OF_PROTECTION,CONDITIONAL,,0.60,AI_INFERENCE,MAPPED,Classifier/heuristic inference
GF-2,Summons - General,Family Court Family Offense,FAMILY_COURT,PKG_ORDER_OF_PROTECTION,CONDITIONAL,,0.60,AI_INFERENCE,MAPPED,Classifier/heuristic inference
GF-20,Order of Transfer of Proceeding Concerning an Indian Child,Family Court Custody,FAMILY_COURT,PKG_CUSTODY_PETITION,CONDITIONAL,,0.60,AI_INFERENCE,MAPPED,Classifier/heuristic inference
GF-21,Address Confidentiality Affirmation,Family Court Custody,FAMILY_COURT,PKG_CUSTODY_PETITION,OPTIONAL,,0.90,SUPPORTING_DOCUMENT,MAPPED,Catalog supporting_documents: GF-21
GF-21,Address Confidentiality Affirmation,Family Court Custody,FAMILY_COURT,PKG_CUSTODY_PETITION,CONDITIONAL,,0.60,CONDITIONAL_RULE,MAPPED,Address confidentiality affirmation (FCA 154-b)
GF-21,Address Confidentiality Affirmation,Family Court Family Offense,FAMILY_COURT,PKG_ORDER_OF_PROTECTION,OPTIONAL,,0.90,SUPPORTING_DOCUMENT,MAPPED,Catalog supporting_documents: GF-21
GF-21,Address Confidentiality Affirmation,Family Court Family Offense,FAMILY_COURT,PKG_ORDER_OF_PROTECTION,CONDITIONAL,,0.60,CONDITIONAL_RULE,MAPPED,Address confidentiality affirmation (FCA 154-b)
GF-21a,Address Confidentiality Order - Order,Family Court Custody,FAMILY_COURT,PKG_CUSTODY_PETITION,CONDITIONAL,,0.60,CONDITIONAL_RULE,MAPPED,Address confidentiality affirmation (FCA 154-b)
GF-21a,Address Confidentiality Order - Order,Family Court Family Offense,FAMILY_COURT,PKG_ORDER_OF_PROTECTION,CONDITIONAL,,0.60,CONDITIONAL_RULE,MAPPED,Address confidentiality affirmation (FCA 154-b)
GF-22,Petition for Writ of Habeas Corpus,Family Court Custody,FAMILY_COURT,PKG_CUSTODY_PETITION,CONDITIONAL,,0.60,AI_INFERENCE,MAPPED,Classifier/heuristic inference
GF-23,Writ of Habeas Corpus,Family Court Family Offense,FAMILY_COURT,PKG_ORDER_OF_PROTECTION,CONDITIONAL,,0.60,AI_INFERENCE,MAPPED,Classifier/heuristic inference
GF-24,Order to Sheriff to Return Respondent,UNGROUPED,FAMILY_COURT,,,,,,ORPHAN_IN_SCOPE,Relevant to production packages but no valid mapping
GF-25,Order Suspending Commitment,Family Court Custody,FAMILY_COURT,PKG_CUSTODY_PETITION,CONDITIONAL,,0.60,AI_INFERENCE,MAPPED,Classifier/heuristic inference
GF-27,Order (Transfer of Proceedings),Family Court Custody,FAMILY_COURT,PKG_CUSTODY_PETITION,CONDITIONAL,,0.60,AI_INFERENCE,MAPPED,Classifier/heuristic inference
GF-28,Order - Transfer of Proceedings or Probation Supervision,UNGROUPED,FAMILY_COURT,,,,,,ORPHAN_IN_SCOPE,Relevant to production packages but no valid mapping
GF-29,Notice of Appearance,UNGROUPED,FAMILY_COURT,,,,,,ORPHAN_IN_SCOPE,Relevant to production packages but no valid mapping
GF-2a,Affirmation,UNGROUPED,FAMILY_COURT,,,,,,ORPHAN_IN_SCOPE,Relevant to production packages but no valid mapping
GF-3,Warrant of Arrest,Family Court Family Offense,FAMILY_COURT,PKG_ORDER_OF_PROTECTION,CONDITIONAL,,0.60,AI_INFERENCE,MAPPED,Classifier/heuristic inference
GF-3 (On web Warrant of Arrest),Warrant of Arrest (w/ aliases),Family Court Family Offense,FAMILY_COURT,PKG_ORDER_OF_PROTECTION,CONDITIONAL,,0.60,AI_INFERENCE,MAPPED,Classifier/heuristic inference
GF-30,Summons (Publication),Family Court Custody,FAMILY_COURT,PKG_CUSTODY_PETITION,CONDITIONAL,,0.60,AI_INFERENCE,MAPPED,Classifier/heuristic inference
GF-31,Affirmation Relation To Indian Child Welfare Act,UNGROUPED,FAMILY_COURT,,,,,,ORPHAN_OUT_OF_SCOPE,"Non-MVP workflow (adoption, paternity, guardianship, JD/PINS, etc.)"
GF-32,Addendum to Order – Findings of Fact and Conclusions of Law -- Indian Child Welfare Act),Family Court Custody,FAMILY_COURT,,,,,,ORPHAN_OUT_OF_SCOPE,"Non-MVP workflow (adoption, paternity, guardianship, JD/PINS, etc.)"
GF-33,Order Authorizing Services Other Than Counsel,UNGROUPED,FAMILY_COURT,,,,,,ORPHAN_IN_SCOPE,Relevant to production packages but no valid mapping
GF-36a,Motion for an Order That Reasonable Efforts Are Not Required,UNGROUPED,FAMILY_COURT,,,,,,ORPHAN_IN_SCOPE,Relevant to production packages but no valid mapping
GF-36b,Affirmation in Support of Motion for An Order That Reasonable Efforts Are Not Required,Supreme Court Matrimonial,FAMILY_COURT,PKG_MOTION,REQUIRED,,0.80,ALIAS_RESOLUTION,MAPPED,Catalog required_forms: AFFIDAVIT_IN_SUPPORT
GF-37,Order on Motion For An Order That Reasonable Efforts Are Not Required,UNGROUPED,FAMILY_COURT,,,,,,ORPHAN_IN_SCOPE,Relevant to production packages but no valid mapping
GF-4,Subpoena Duces Tecum,UNGROUPED,FAMILY_COURT,,,,,,ORPHAN_IN_SCOPE,Relevant to production packages but no valid mapping
GF-40,Petition For Modification Of Order Of Custody Visitation,Family Court Custody,FAMILY_COURT,PKG_CUSTODY_PETITION,OPTIONAL,,0.90,SUPPORTING_DOCUMENT,MAPPED,Catalog supporting_documents: ORDER_OF_CUSTODY_VISITATION
GF-40,Petition For Modification Of Order Of Custody Visitation,Modification,FAMILY_COURT,PKG_MODIFICATION,REQUIRED,,1.00,CATALOG_REQUIRED,MAPPED,Catalog required_forms: GF-40
GF-40,Petition For Modification Of Order Of Custody Visitation,Modification,FAMILY_COURT,PKG_MODIFICATION,OPTIONAL,,0.90,SUPPORTING_DOCUMENT,MAPPED,Catalog supporting_documents: MODIFIED_ORDER
GF-40a,Order On Petition For Modification Of Order Of Custody visitation,Family Court Custody,SUPREME_AND_FAMILY_OVERLAP,PKG_CUSTODY_PETITION,OPTIONAL,,0.90,SUPPORTING_DOCUMENT,MAPPED,Catalog supporting_documents: ORDER_OF_CUSTODY_VISITATION
GF-40a,Order On Petition For Modification Of Order Of Custody visitation,Modification,SUPREME_AND_FAMILY_OVERLAP,PKG_MODIFICATION,OPTIONAL,,0.90,SUPPORTING_DOCUMENT,MAPPED,Catalog supporting_documents: MODIFIED_ORDER
GF-41,Petition for Enforcement of Order of Custody or Visitation made by Supreme Court or Family Court,Family Court Custody,SUPREME_AND_FAMILY_OVERLAP,PKG_CUSTODY_PETITION,OPTIONAL,,0.90,SUPPORTING_DOCUMENT,MAPPED,Catalog supporting_documents: ORDER_OF_CUSTODY_VISITATION
GF-41,Petition for Enforcement of Order of Custody or Visitation made by Supreme Court or Family Court,Enforcement,SUPREME_AND_FAMILY_OVERLAP,PKG_ENFORCEMENT,REQUIRED,,1.00,CATALOG_REQUIRED,MAPPED,Catalog required_forms: GF-41
GF-41a,Order on Petition to Enforce Cust/Vis Order Made by Supreme or Family Court,Family Court Family Offense,SUPREME_COURT,PKG_ORDER_OF_PROTECTION,CONDITIONAL,,0.60,AI_INFERENCE,MAPPED,Classifier/heuristic inference
GF-42,Special Immigrant Juvenile Status Order,Family Court Custody,FAMILY_COURT,PKG_CUSTODY_PETITION,CONDITIONAL,,0.60,AI_INFERENCE,MAPPED,Classifier/heuristic inference
GF-43,Petition for Voter Registration Confidentiality,UNGROUPED,SUPREME_COURT,,,,,,ORPHAN_IN_SCOPE,Relevant to production packages but no valid mapping
GF-44,Order on Petition for Voter Registration Confidentiality,UNGROUPED,FAMILY_COURT,,,,,,ORPHAN_IN_SCOPE,Relevant to production packages but no valid mapping
GF-45,Family First Prevention Services Act - Notice of Motion for Approval of Placement in a Qualified Residential Treatment Program (QRTP),UNGROUPED,FAMILY_COURT,,,,,,ORPHAN_IN_SCOPE,Relevant to production packages but no valid mapping
GF-45a,Family First Prevention Services Act - Affidavit in Support of Placement in a Qualified Residential Treatment Program (QRTP),UNGROUPED,FAMILY_COURT,,,,,,ORPHAN_IN_SCOPE,Relevant to production packages but no valid mapping
GF-46,Family First Prevention Services Act - Order on Motion for Approval of Placement in a Qualified Residential Treatment Program (QRTP),UNGROUPED,FAMILY_COURT,,,,,,ORPHAN_IN_SCOPE,Relevant to production packages but no valid mapping
GF-47,Order of Name-change on Consent,UNGROUPED,FAMILY_COURT,,,,,,ORPHAN_IN_SCOPE,Relevant to production packages but no valid mapping
GF-48,Family Court Personal Information Form,UNGROUPED,FAMILY_COURT,,,,,,ORPHAN_OUT_OF_SCOPE,"Non-MVP workflow (adoption, paternity, guardianship, JD/PINS, etc.)"
GF-49,Extra Page for Family Court Form,UNGROUPED,FAMILY_COURT,,,,,,ORPHAN_IN_SCOPE,Relevant to production packages but no valid mapping
GF-5,Temporary Order of Protection (Family Court),Family Court Family Offense,FAMILY_COURT,PKG_ORDER_OF_PROTECTION,OPTIONAL,,0.95,CATALOG_OPTIONAL,MAPPED,Catalog optional_forms: TEMPORARY_ORDER_OF_PROTECTION
GF-50,Application for Assignment of Counsel,Family Court Child Support,FAMILY_COURT,,,,,,ORPHAN_IN_SCOPE,Relevant to production packages but no valid mapping
GF-51,Application for Reconsideration of Denial of Assignment of Counsel,UNGROUPED,FAMILY_COURT,,,,,,ORPHAN_IN_SCOPE,Relevant to production packages but no valid mapping
GF-5a,Order of Protection (Family Court),Family Court Family Offense,FAMILY_COURT,PKG_ORDER_OF_PROTECTION,CONDITIONAL,,0.60,AI_INFERENCE,MAPPED,Classifier/heuristic inference
GF-5b,Affirmation in Support of Issuance of Family Court Temporary Order of Protection (Individual Complainant/Petitioner),Supreme Court Matrimonial,UNSUPPORTED,PKG_MOTION,REQUIRED,,0.80,ALIAS_RESOLUTION,DUPLICATE,Catalog required_forms: AFFIDAVIT_IN_SUPPORT
GF-5b,Affirmation in Support of Issuance of Family Court Temporary Order of Protection (Individual Complainant/Petitioner),Family Court Family Offense,UNSUPPORTED,PKG_ORDER_OF_PROTECTION,OPTIONAL,,0.95,CATALOG_OPTIONAL,DUPLICATE,Catalog optional_forms: TEMPORARY_ORDER_OF_PROTECTION
GF-5b,Affirmation in Support of Issuance of Family Court Temporary Order of Protection (Individual Complainant/Petitioner),Family Court Family Offense,UNSUPPORTED,PKG_ORDER_OF_PROTECTION,CONDITIONAL,,0.60,AI_INFERENCE,MAPPED,Classifier/heuristic inference
GF-5c (CRIM-4),"Affirmation in Support of Issuance of Family Court Temporary Order of Protection (Peace or Police Officer, Agency, or Designated Person)",Supreme Court Matrimonial,UNSUPPORTED,PKG_MOTION,REQUIRED,,0.80,ALIAS_RESOLUTION,DUPLICATE,Catalog required_forms: AFFIDAVIT_IN_SUPPORT
GF-5c (CRIM-4),"Affirmation in Support of Issuance of Family Court Temporary Order of Protection (Peace or Police Officer, Agency, or Designated Person)",Family Court Family Offense,UNSUPPORTED,PKG_ORDER_OF_PROTECTION,OPTIONAL,,0.95,CATALOG_OPTIONAL,DUPLICATE,Catalog optional_forms: TEMPORARY_ORDER_OF_PROTECTION
GF-5c (CRIM-4),"Affirmation in Support of Issuance of Family Court Temporary Order of Protection (Peace or Police Officer, Agency, or Designated Person)",Family Court Family Offense,UNSUPPORTED,PKG_ORDER_OF_PROTECTION,CONDITIONAL,,0.60,AI_INFERENCE,MAPPED,Classifier/heuristic inference
GF-5d (CRIM-5; SC-3),Affirmation in Support of Modification of Family Court Temporary Order of Protection or Order of Protection,Supreme Court Matrimonial,UNSUPPORTED,PKG_MOTION,REQUIRED,,0.80,ALIAS_RESOLUTION,MAPPED,Catalog required_forms: AFFIDAVIT_IN_SUPPORT
GF-5d (CRIM-5; SC-3),Affirmation in Support of Modification of Family Court Temporary Order of Protection or Order of Protection,Supreme Court Matrimonial,UNSUPPORTED,PKG_MOTION,CONDITIONAL,,0.60,CONDITIONAL_RULE,MAPPED,Firearms seizure order
GF-5d (CRIM-5; SC-3),Affirmation in Support of Modification of Family Court Temporary Order of Protection or Order of Protection,Family Court Family Offense,UNSUPPORTED,PKG_ORDER_OF_PROTECTION,OPTIONAL,,0.95,CATALOG_OPTIONAL,MAPPED,Catalog optional_forms: TEMPORARY_ORDER_OF_PROTECTION
GF-5d (CRIM-5; SC-3),Affirmation in Support of Modification of Family Court Temporary Order of Protection or Order of Protection,Family Court Family Offense,UNSUPPORTED,PKG_ORDER_OF_PROTECTION,CONDITIONAL,,0.60,CONDITIONAL_RULE,MAPPED,Firearms seizure order
GF-5e,Affirmation in Support of Entry of Out-of-State Order of Protection or Temporary Order of Protection onto Statewide Registry of Orders of Protection,Supreme Court Matrimonial,SUPREME_COURT,PKG_MOTION,REQUIRED,,0.80,ALIAS_RESOLUTION,MAPPED,Catalog required_forms: AFFIDAVIT_IN_SUPPORT
GF-5e,Affirmation in Support of Entry of Out-of-State Order of Protection or Temporary Order of Protection onto Statewide Registry of Orders of Protection,Family Court Family Offense,SUPREME_COURT,PKG_ORDER_OF_PROTECTION,OPTIONAL,,0.95,CATALOG_OPTIONAL,MAPPED,Catalog optional_forms: TEMPORARY_ORDER_OF_PROTECTION
GF-6,Temporary Order of Protection (Person in Need of Supervision or Juvenile Delinquency),Family Court Family Offense,FAMILY_COURT,PKG_ORDER_OF_PROTECTION,OPTIONAL,,0.95,CATALOG_OPTIONAL,MAPPED,Catalog optional_forms: TEMPORARY_ORDER_OF_PROTECTION
GF-6a,Order of Protection (Person in Need of Supervision or Juvenile Delinquency),Family Court Family Offense,FAMILY_COURT,PKG_ORDER_OF_PROTECTION,CONDITIONAL,,0.60,AI_INFERENCE,MAPPED,Classifier/heuristic inference
GF-7,Summons - Violation of Order of Protection,Enforcement,FAMILY_COURT,PKG_ENFORCEMENT,OPTIONAL,,0.90,SUPPORTING_DOCUMENT,MAPPED,Catalog supporting_documents: ORDER_ON_VIOLATION
GF-7a,Summons - Violation of Court Order,Enforcement,FAMILY_COURT,PKG_ENFORCEMENT,OPTIONAL,,0.90,SUPPORTING_DOCUMENT,MAPPED,Catalog supporting_documents: ORDER_ON_VIOLATION
GF-8,Petition - Violation of Order of Protection,Enforcement,FAMILY_COURT,PKG_ENFORCEMENT,OPTIONAL,,0.90,SUPPORTING_DOCUMENT,MAPPED,Catalog supporting_documents: ORDER_ON_VIOLATION
GF-8a (on web Petition (Violation of Court Order),Petition - Violation of an Order,Enforcement,FAMILY_COURT,PKG_ENFORCEMENT,OPTIONAL,,0.90,SUPPORTING_DOCUMENT,MAPPED,Catalog supporting_documents: ORDER_ON_VIOLATION
GF-9,Order - Violation of Court Order (With Commitment),Enforcement,FAMILY_COURT,PKG_ENFORCEMENT,OPTIONAL,,0.90,SUPPORTING_DOCUMENT,MAPPED,Catalog supporting_documents: ORDER_ON_VIOLATION
GF19,Petition for Transfer of Proceeding Concerning an Indian Child,Family Court Custody,FAMILY_COURT,PKG_CUSTODY_PETITION,CONDITIONAL,,0.60,AI_INFERENCE,MAPPED,Classifier/heuristic inference
ICPC-100A,Interstate Compact on the Placement of Children Request,Family Court Custody,FAMILY_COURT,,,,,,ORPHAN_IN_SCOPE,Relevant to production packages but no valid mapping
LDSS 5258,Child Support Enrollment Form,Family Court Child Support,FAMILY_COURT,PKG_CHILD_SUPPORT_PETITION,CONDITIONAL,,0.60,CONDITIONAL_RULE,MAPPED,Child support enrollment
LDSS 5258,Child Support Enrollment Form,Supreme Court Matrimonial,FAMILY_COURT,PKG_JUDGMENT,CONDITIONAL,,0.60,CONDITIONAL_RULE,MAPPED,Child support enrollment
LDSS-2725,NYS OCFS Request/Response for Name and/or address of Father of Child Born Out of Wedlock,UNGROUPED,UNSUPPORTED,,,,,,ORPHAN_OUT_OF_SCOPE,Ungrouped court form outside MVP scope
LDSS-5037,IWO Child Support or Combined Child and Spousal Support,Family Court Child Support,FAMILY_COURT,PKG_CHILD_SUPPORT_PETITION,CONDITIONAL,,0.60,CONDITIONAL_RULE,MAPPED,IWO child support
LDSS-5037,IWO Child Support or Combined Child and Spousal Support,Supreme Court Matrimonial,FAMILY_COURT,PKG_JUDGMENT,CONDITIONAL,,0.60,CONDITIONAL_RULE,MAPPED,IWO child support
LDSS-5038,IWO Spousal Support Only Income Withholding Order,Family Court Child Support,SUPREME_AND_FAMILY_OVERLAP,PKG_CHILD_SUPPORT_PETITION,CONDITIONAL,,0.60,CONDITIONAL_RULE,MAPPED,IWO spousal support
LDSS-5038,IWO Spousal Support Only Income Withholding Order,Supreme Court Matrimonial,SUPREME_AND_FAMILY_OVERLAP,PKG_JUDGMENT,CONDITIONAL,,0.60,CONDITIONAL_RULE,MAPPED,IWO spousal support
LDSS-5039,IWO Numbered Instructions,Family Court Child Support,SUPREME_AND_FAMILY_OVERLAP,PKG_CHILD_SUPPORT_PETITION,CONDITIONAL,,0.60,CONDITIONAL_RULE,MAPPED,IWO instructions
